,text,Sentiment,created_at
1452,"Take out time from your busy WFH schedule to take care of your health with simple, quick, and 'Ultimate Grandmother… https://t.co/VOZ0lJcWdt",positive,04-22
1453,Working from home poses additional problems for IT administrators. Here are some tips to strengthen their Cybersecu… https://t.co/77qKVBXNKw,positive,04-22
1454,"RT @UCxUP: WFH
Work From Hahaha",positive,04-22
1455,I'm doing a webinar tomorrow at 10am Sydney time talking about things you can do to stay secure when WFH.  The audi… https://t.co/nkfdm6A0yy,positive,04-22
1456,so tomorrow ~should~ have been my graduation @Tracey_ArtTx and @andygreenpoint (currently WFH) has a day off. twoul… https://t.co/r1nucD7kDM,positive,04-22
1457,"Since #WFH often requires more than chat messages, you need a router that will keep up. A router from several years… https://t.co/qTcKPunnHj",positive,04-22
1458,https://t.co/jsslXYDUwG: Read the tips on how to manage working from home effectively! #wfh #finance #automation,positive,04-22
1459,"With the disruptive aspects of new realities faced by manufacturers and distributors, adopting new technology is ke… https://t.co/GM9QEdaUPa",positive,04-22
1460,"RT @ETPanache: The experience of working from home has a mixed response at the moment, Bajaj shared, because of the uncertainty looming.

#…",positive,04-22
1461,"RT @ETPanache: Karan Singh shares how he stays on top of #work and #workouts.

#wfh 
https://t.co/eNDx9npmK1",positive,04-22
1462,If theres something I've learned WFH during this iso time it's that trying to balance Work/Home life is really tric… https://t.co/V1nqNBjCOt,positive,04-22
1463,"#Tips for #workingfromhome 👩‍💻👨‍💻
#WFH https://t.co/WhNF3igMtP",positive,04-22
1464,"RT @ZAFoodMusketeer: Lmfao this is classic. 

Can we do this for work, there is no public transport from my room to my office. 
#TheFoodMus…",positive,04-22
1465,"Last day: Lulu Hypermarket Home Works Offers in Eastern Province, Saudi Arabia from 15 to 22 April 2020.… https://t.co/zuxmkWmLEG",positive,04-22
1466,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-22
1467,@lalitinvestor WFH may become common. But people predicting dooms day for leisure and entertainment is absurd.,positive,04-22
1468,"Thanks @edugrowthaus kid-free time to #WFH games, creative projects, language development &amp; more #onlinelessons https://t.co/a3emxWD5b4",positive,04-22
1469,My child has started telling me he is busy when I call him. This has only happened because of lockdown WFH because… https://t.co/osPYLey44r,positive,04-22
1470,"WFH Tip of the day 
Reflective journaling is known to assist with managing emotions, reducing stress and improving… https://t.co/YfWmR1v09t",positive,04-22
1471,Lockdown has proved that substantial amount of work can be handled working from home. Money spent on office infrast… https://t.co/b0St2PqK4R,positive,04-22
1472,#Lockdown2 #WFH https://t.co/xGLiV1Z3w4,positive,04-22
1473,"So... how's your working from home thing going?

#wfh #workfromhome #covig19 #coronavirus https://t.co/ith6harlGc",positive,04-22
1474,"RT @QTACinfo: Have you set up your desk to #WFH? Why not use it to #study, too! Apply now for semester 2 or view courses: https://t.co/zc42…",positive,04-22
1475,"How a Startup is Boosting up Your Remote Working Experience
#Neodove #WorkFromHome #WFH #RemoteWorking #Telecalling… https://t.co/ikf4TOkiUh",positive,04-22
1476,"@deespeak I think world need a more lockdown. Let the vehicles be away from the roads, more WFH, simply à habitude… https://t.co/BFu16FFOub",positive,04-22
1477,#lockdown #WFH,positive,04-22
1478,wew wig! delta really cashing in on that WFH coin! stan! https://t.co/in6YfSD0xo,positive,04-22
1479,❤️ the new feature from @seekjobsnz! You can now search #WFH in the location! This will be a welcome feature I am s… https://t.co/tkbcIVRMYD,positive,04-22
1480,"RT @ZAFoodMusketeer: Lmfao this is classic. 

Can we do this for work, there is no public transport from my room to my office. 
#TheFoodMus…",positive,04-22
1481,"I did the bare minimum today and it sucked, wfh is starting to get tiring.",positive,04-22
1482,Bahubali Ki Samajhdari. #WFH https://t.co/bQYjpsvdNI,positive,04-22
1483,"@JioCare @reliancejio 
Hi team  the jio fiber is down since morning here palam vihar Gurgaon, tried calling the hel… https://t.co/IdhiP14vV4",positive,04-22
1484,"Lmfao this is classic. 

Can we do this for work, there is no public transport from my room to my office.… https://t.co/7U2RZDHleu",positive,04-22
1485,#WFH day #ivelostcount. Today’s achievement? Bug in code found!,positive,04-22
1486,"Great tools for Work from Home! Check out the video.
https://t.co/y5mVHyv3Ko
#wfh #Covid_19 #remotework",positive,04-22
1487,RT @Julia_FSU: Lender at #commbank was WFH until his manager called him back into the branch bc he wasn't hitting his lending target &amp; not…,positive,04-22
1488,"RT @MetService: 'Weather cats' have been popping up from time to time on twitter. Here's one of ours - the aptly named Stormy, ""helping"" on…",positive,04-22
1489,"Great tools for Work from Home! Check out the video.
https://t.co/ftg8VPgAJo
#wfh #Covid_19 #remotework",positive,04-22
1490,"@corinnebailey @mcdee_andy @simonmaginn I think reasonable measures would have involved:

1.Protecting the elderly… https://t.co/JNRvVDQvcA",positive,04-22
1491,"WFH has its benefits 
#TheWitcher in the background 
4th viewing I must be a fan! https://t.co/pYg4GUIC7T",positive,04-22
1492,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-22
1493,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-22
1494,@venkatananth Unending migraines. It is the screen... and possibly forgetting to hydrate (ironically might be not g… https://t.co/Eracu76XOA,positive,04-22
1495,"Gue ga mau panjang lebar, lama lama. Tp ngomel pake nada tinggi 12 menit full, ga dikasih kesempatan ngomong. Wfh banget emg",positive,04-22
1496,"What are the best #Zoom Alibi’s when your caught napping ? #WFH  for me 1. Sorry,I was on mute.… https://t.co/uEwkRmXgPw",positive,04-22
1497,"WFH just improved exponentially, as my chair from the office was just delivered to my house! 🙌🏻 Hallelujah my back… https://t.co/AIQhC1cUcx",positive,04-22
1498,"@venkatananth Try taking a 5 minute break every hour. Walk around, look out the window into the far distance ... #WFH #WorkFromHome",positive,04-22
1499,i. couldn't. roll. my. eyes . any.  harder. in. this. teams. meeting. #WFH #Isolation,negative,04-22
1500,Anyone else’s WFH via Aus internet experience somewhat like manning the controls of a shaky-set space station in a… https://t.co/cRW0OyBRR9,negative,04-22
1501,"As the number of people who work from home increases, so too does the number of cyber attacks. Read more via… https://t.co/HvRdlXQjLG",negative,04-22
1502,WFH fitness update: I just keyed in the VPN token code JUST as it turned over and it was the most intense thing I did today,negative,04-22
1503,"RT @Footloose_Free: Utho पार्थ 
WFH login karlo....warna lockdown khulne ke baad bhi kisi dhaabe pe bartan hi dhone padhenge.",negative,04-22
1504,Salute the #womenpower .. they are the real heroes managing both the worlds .. #Covid #PR #kaizzen #WFH #india… https://t.co/Wk5oMJouEI,negative,04-22
1505,"RT @ConnectCOAI: With offices &amp; business closed due to #lockdown, a shift towards #remoteworking is fuelling demand for #cloud services tha…",negative,04-22
1506,"Utho पार्थ 
WFH login karlo....warna lockdown khulne ke baad bhi kisi dhaabe pe bartan hi dhone padhenge.",negative,04-22
1507,WFH cats day 28 https://t.co/7UGTG078pz,negative,04-22
1508,"WFH tip: do not think that you can play with the cat while on the phone to a client, she will get you with her claw… https://t.co/p91DcExwSk",negative,04-22
1509,@thevirdas Watson's WFH method seems to be very productive 😄,positive,04-22
1510,FYI .@SarahQuintonWA .@Kali_in_Perth I’m sure you’d be familiar with a heap of connections over your way who have g… https://t.co/oEjjvo6EEt,positive,04-22
1511,Having such fun travelling in Paris (not!) - actually having fun with #Zoom virtual backgrounds! Not sure they'll c… https://t.co/AquhuPP1W3,positive,04-22
1512,@SarahQuintonWA Definitely a contender for the #WFH Warriors competition Sarah.....I’ll tag you in the tweet with t… https://t.co/TSY4m1jPFi,positive,04-22
1513,@oz_f We’d still need the government to force businesses to let their workers stand down or WFH. Mine refused to do… https://t.co/fOmS5Yfb4O,positive,04-22
1514,"RT @UnistalGlobal: What is Code Injection?

To Protect yourself from any online threat download #ProtegentAntivirus - https://t.co/gbURwZRg…",positive,04-22
1515,"I stole a piece of ham from Alex’s sandwich; he then chased me around with a fork, calling me a ham-burglar. 

This… https://t.co/vkpxUtIHgU",positive,04-22
1516,"What is Code Injection?

To Protect yourself from any online threat download #ProtegentAntivirus -… https://t.co/Ciq25YycxU",positive,04-22
1517,"RT @UCxUP: WFH
Work From Hahaha",positive,04-22
1518,"RT @UCxUP: WFH
Work From Hahaha",positive,04-22
1519,RT @LouiseASaunders: Are you cyber safe while working from home? @NikolaiHampton on @abchobart #cybersecurity #wfh LISTEN  https://t.co/kFV…,positive,04-22
1520,@linzcom Conversely if you bought in a desirable  suburb (read - anywhere N.Beaches 😉)- increasing ability to WFH c… https://t.co/fzxa7MnrR3,positive,04-22
1521,"Post COVID-19 : HR perspective on WFH - Hirendra Badhiye in Business Manager HR Magazine, (Next Gen.Leadership) Apr… https://t.co/o4ReDGUcvj",positive,04-22
1522,"ISOFitness! Did you catch @LozHannaford on the 
TODAY show? Get active in lockdown with equipment-free 5-minute FHI… https://t.co/9TT8Qcowmh",positive,04-22
1523,"We all need love &amp; care, including Mother Earth.Lets take care of nature &amp; make this a sustainable home for our fut… https://t.co/ojaV1L1c2W",positive,04-22
1524,I'd just like to say that I am entirely sick of the Teams online meeting calling sound. That is all.  #covid19 #WFH,positive,04-22
1525,"Nowadays, the only route people are using is from the bed to the kitchen and way back. Rest of the rooms are like a… https://t.co/Inf0U3e5i2",positive,04-22
1526,RT @linzcom: How many companies paying big Sydney CBD rents will realize there are more cost-effective office locations (or WFH)? .. imagin…,positive,04-22
1527,@benshapiro This was a beautiful piece. Broke up the WFH day.,positive,04-22
1528,@MuditHastir @RAHULCHOPRA0799 @Rchawla11 @nalin_khaitan @JrSehgal @Rashika1808 @Zebaism Challenge accepted. Submitt… https://t.co/DcYVkngl5u,positive,04-22
1529,RT @doshikavita: ‘The #IT sector has transitioned fairly well to the work from home option #WFH and client delivery has been fairly smooth…,positive,04-22
1530,"Karan Singh shares how he stays on top of #work and #workouts.

#wfh 
https://t.co/eNDx9npmK1",positive,04-22
1531,Are you cyber safe while working from home? @NikolaiHampton on @abchobart #cybersecurity #wfh LISTEN… https://t.co/9PZYahTtB7,positive,04-22
1532,https://t.co/P8QiFrM5Kw https://t.co/XHIKf9N8Jx,positive,04-22
1533,"RT @MetService: 'Weather cats' have been popping up from time to time on twitter. Here's one of ours - the aptly named Stormy, ""helping"" on…",positive,04-22
1534,I moved my office space outside for the afternoon 🌱 #WFH https://t.co/cC0GpB1MhR,positive,04-22
1535,WFH tip: 1 pad of post its buys you about 20mins of peace,positive,04-22
1536,lunch time hangs in my yard #WFH #wfhlife #Isolation https://t.co/4rpr1c6JFV,positive,04-22
1537,"@April__Abbott Ahh see I'm trying to do 9-5, and then nothing on the weekends, so my #WFH is literally a count of s… https://t.co/PkFreuwIQG",positive,04-22
1538,Monash Lens republished @YolandeStreng piece on radical flexibility for the new working from home normal. Originall… https://t.co/ptSeci7iNs,positive,04-22
1539,This is an excellent read by @corporatefox about #WFH and whether we will get the balance right for unpaid work and… https://t.co/EQ996cLc4b,positive,04-22
1540,@omfgcarrie How that WFH tho,positive,04-22
1541,"#WFH lunch break

#Adelaide https://t.co/aFWmLwWpzT",positive,04-22
1542,My WFH is WTF.,positive,04-22
1543,"Let the world take back what it gave us. What we tried to take more than we deserved. While some people bleed, as t… https://t.co/xhZ0LsUm90",positive,04-22
1544,@Lukman______ Samaa gini amat wfh 😭😭,positive,04-22
1545,@shilpaanand I love washing dishes and hate ironing. Hence WFH is a competitive advantage for me 😊,positive,04-22
1546,Working at home via videoconferencing?? There is a different quality to our attention when we are online: we're wor… https://t.co/WHcJehR5st,positive,04-22
1547,"That moment when you're WFH and your colleagues miss your birthday. Then a week later your co-worker, who is also W… https://t.co/N7eiSk5Wp0",positive,04-22
1548,"Let us help you make the most of your #wfh research, with the Digital Research Skills Support pack
#unimelb… https://t.co/C1Ny6ezP14",positive,04-22
